"SAMPLE","DateTime","DATE","TIME","Timepoint","CYT","CYTSN","OP","FSC-A_Gain","FSC-H_Gain","FSC-W_Gain","SSC-A_Gain","SSC-H_Gain","SSC-W_Gain","B530-A_Gain","B585-A_Gain","B695-A_Gain","B780-A_Gain","R670-A_Gain","R780-A_Gain","FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","B530-A","B585-A","B695-A","B780-A","R670-A","R780-A","Blue_LaserDelay","Red_LaserDelay","Blue_AreaScalingFactor","Red_AreaScalingFactor"
"22-DEC-2022",2022-12-22 11:19:56,"2022-12-22","11H 19M 56S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,102789.8984375,65245.162109375,103196,91316.05078125,64929.708984375,92278,10329.08984375,9361.650390625,10978.2202148438,10591.7998046875,13187.1142578125,12251.119140625,NA,NA,NA,NA
"16-DEC-2022",2022-12-16 11:44:25,"2022-12-16","11H 44M 25S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,106387.6484375,65398.8828125,106671.5,97598.15625,65419.0234375,97899,10951.8095703125,9887.76513671875,11015.75,9549.99462890625,13026.6396484375,10185.25,NA,NA,NA,NA
"15-DEC-2022",2022-12-15 11:20:59,"2022-12-15","11H 20M 59S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,101817,65209.2421875,102321,90733.640625,64873.42578125,91886,10280.439453125,9286.58984375,10304.0703125,8966.8896484375,12708.3095703125,10056.869140625,NA,NA,NA,NA
"12-DEC-2022",2022-12-12 16:14:28,"2022-12-12","16H 14M 28S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,103094.09375,64948.89453125,103931,92258.46875,64297.1484375,94312,10208.16015625,9292.150390625,11692.6796875,13716.51953125,13261.1298828125,16257.099609375,NA,NA,NA,NA
"09-DEC-2022",2022-12-09 12:38:39,"2022-12-09","12H 38M 39S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,58229.09765625,65473.85546875,58028,55046.78125,64663.6796875,55960,6255,5553.0498046875,6431.52978515625,5564.169921875,11187.3994140625,9904.9091796875,NA,NA,NA,NA
"06-DEC-2022",2022-12-06 13:12:01,"2022-12-06","13H 12M 1S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,105689.6953125,65187.185546875,106204,94350.41796875,64916.763671875,95426.5,10611.259765625,9644.51513671875,11338.2294921875,11317.3798828125,13101.3095703125,12912.669921875,NA,NA,NA,NA
"05-DEC-2022",2022-12-05 11:17:42,"2022-12-05","11H 17M 42S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,101708.546875,64944.2734375,102514,93349.6171875,64861.96484375,94390.5,10224.83984375,9319.9501953125,11035.9047851562,11343.0947265625,13229.0346679688,13480.5541992188,NA,NA,NA,NA
"18-NOV-2022",2022-11-18 10:33:38,"2022-11-18","10H 33M 38S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,104053.9453125,65368.591796875,104409,100902.8828125,65122.376953125,101593,10591.7998046875,9508.990234375,11809.439453125,13644.240234375,13359.3798828125,17212.08984375,NA,NA,NA,NA
"17-NOV-2022",2022-11-17 09:48:29,"2022-11-17","9H 48M 29S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,105871.49609375,65487.7578125,105919,101123.1953125,65286.51953125,101587,10787.7900390625,9761.9697265625,11977.6298828125,13874.2846679688,13312.2197265625,17288.068359375,NA,NA,NA,NA
"11-NOV-2022",2022-11-11 10:20:49,"2022-11-11","10H 20M 49S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,111895.1953125,65704.734375,111622,104063.7421875,65967.2578125,103550,11151.9697265625,10103.91015625,12450.2294921875,14657.5498046875,13274.2294921875,17588.05859375,NA,NA,NA,NA
"09-NOV-2022",2022-11-09 10:45:14,"2022-11-09","10H 45M 14S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,110031.296875,65209.80078125,110587,100781.9453125,64983.10546875,101738,10875.3603515625,9919.0400390625,10686.3203125,8453.9794921875,11978.6396484375,8369.58984375,NA,NA,NA,NA
"08-NOV-2022",2022-11-08 13:00:51,"2022-11-08","13H 0M 51S","Unknown","FACSCantoII","V96100817","Administrator",530,530,530,368,368,368,433,470,460,563,444,459,107808.296875,65077.419921875,108655,95518.7109375,64674.08984375,96958.5,10577.8994140625,9636.8701171875,11012.9697265625,10466.7001953125,12826.208984375,11787.3798828125,0,28.49,1.39,1.31
"07-NOV-2022",2022-11-07 13:12:38,"2022-11-07","13H 12M 38S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,110105.09375,65280.69921875,110546,100497,65132.6953125,101270,10919.83984375,9994.099609375,11420.240234375,10812.8095703125,12720.099609375,11740.2197265625,NA,NA,NA,NA
"03-NOV-2022",2022-11-03 10:02:46,"2022-11-03","10H 2M 46S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,110113.1953125,65417.0859375,110358,100819.4765625,65393.44921875,101130,10985.169921875,9985.759765625,11510.58984375,11211.740234375,13320.0791015625,13111.7890625,NA,NA,NA,NA
"02-NOV-2022",2022-11-02 10:04:49,"2022-11-02","10H 4M 49S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,113349.14453125,65462.09765625,113451,104322.28125,65506.673828125,104455.5,11347.9599609375,10349.939453125,11888.669921875,11625.2651367188,13221.8291015625,13285.3642578125,NA,NA,NA,NA
"01-NOV-2022",2022-11-01 10:55:45,"2022-11-01","10H 55M 45S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,109316.6953125,65555.71875,109254,100876.46875,65668.8046875,100869,10905.939453125,9996.8798828125,11777.4697265625,12087.439453125,13075.109375,13558.4990234375,NA,NA,NA,NA
"28-OCT-2022",2022-10-28 10:04:43,"2022-10-28","10H 4M 43S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,108765.8984375,65317.65234375,109146,101186.4375,65175.01953125,101859,10882.3095703125,9930.16015625,12013.76953125,13060.439453125,13558.4990234375,14890.76953125,NA,NA,NA,NA
"27-OCT-2022",2022-10-27 10:08:03,"2022-10-27","10H 8M 3S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,110278.796875,65474.357421875,110327,98991.62890625,65478.052734375,99085,11061.6201171875,10144.9150390625,11753.1450195312,11197.83984375,13163.5341796875,12181.689453125,NA,NA,NA,NA
"24-OCT-2022",2022-10-24 10:04:51,"2022-10-24","10H 4M 51S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,111145.94921875,65467.619140625,111227,101340.7265625,65243.263671875,102148.5,10982.3896484375,10103.91015625,11610.669921875,11484.875,13183.8393554688,12691.2797851562,NA,NA,NA,NA
"21-OCT-2022",2022-10-21 11:06:10,"2022-10-21","11H 6M 10S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,106386.74609375,65179.294921875,106943,94661.0859375,64902.80859375,95659.5,10496.5849609375,9591,11050.5,11190.1953125,12982.099609375,12810.4897460938,NA,NA,NA,NA
"20-OCT-2022",2022-10-20 09:46:28,"2022-10-20","9H 46M 28S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,109793.6953125,65488.0390625,109924,99026.3828125,65489.75390625,99289,11022.7001953125,10103.91015625,11332.669921875,10693.26953125,13250.6494140625,9488.3291015625,NA,NA,NA,NA
"18-OCT-2022",2022-10-18 10:41:10,"2022-10-18","10H 41M 10S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,109580.3984375,65321.99609375,109916,98712.2421875,65189.46875,99343,11072.740234375,10077.5,10440.2900390625,7924.39013671875,12551.109375,7967.41943359375,NA,NA,NA,NA
"17-OCT-2022",2022-10-17 09:45:13,"2022-10-17","9H 45M 13S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,109535.39453125,65534.556640625,109528,102135.11328125,65682.7890625,102058,10996.2900390625,10100.4350585938,12063.8095703125,12648.3051757812,13427.4990234375,14095.599609375,NA,NA,NA,NA
"14-OCT-2022",2022-10-14 11:01:59,"2022-10-14","11H 1M 59S","Unknown","2.16.0","Unknown","",530,530,530,368,368,368,433,470,460,563,444,459,109921.5,65331.73828125,110292,97889.359375,65154.08203125,98614,10803.080078125,9932.939453125,11808.0498046875,12544.75,13017.4697265625,13914.8193359375,NA,NA,NA,NA
"13-OCT-2022",2022-10-13 10:57:36,"2022-10-13","10H 57M 36S","Unknown","2.16.0","Unknown","",530,530,530,368,368,368,433,470,460,563,444,459,110325.59375,65413.66796875,110563,98188.2109375,65408.71875,98505,10743.3095703125,9871.7802734375,12437.7197265625,14767.359375,13227.0693359375,16558.3984375,NA,NA,NA,NA
"11-OCT-2022",2022-10-11 15:38:25,"2022-10-11","15H 38M 25S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,110475.4453125,65544.25,110456,103696.78125,65700.20703125,103631,11118.6103515625,10181.75,11706.580078125,11393.134765625,13408.5043945312,12754.1591796875,NA,NA,NA,NA
"10-OCT-2022",2022-10-10 11:21:26,"2022-10-10","11H 21M 26S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,111043.796875,65415.578125,111245.5,100467.1171875,65428.224609375,100792.5,11147.7998046875,10269.3203125,11847.6650390625,11725.3447265625,13301.0844726562,12915.2890625,NA,NA,NA,NA
"06-OCT-2022",2022-10-06 11:10:10,"2022-10-06","11H 10M 10S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,109671.296875,65467.7890625,109794,102183.765625,65487.40625,102509,10862.849609375,10012.169921875,12573.939453125,14551.21484375,13616.1396484375,16498.7939453125,NA,NA,NA,NA
"03-OCT-2022",2022-10-03 13:23:49,"2022-10-03","13H 23M 49S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,110855.6953125,65554.5078125,110879.5,103906.66796875,65587.04296875,104019.5,11024.7846679688,10150.4750976562,12751.8603515625,15043.2749023438,13712.4243164062,17132.1796875,NA,NA,NA,NA
"30-SEP-2022",2022-09-30 10:00:21,"2022-09-30","10H 0M 21S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,110154.59375,65469.53515625,110246,99519.828125,65409.07421875,99945,11129.7294921875,10113.6396484375,10266.5400390625,7040.35009765625,12620.5390625,6836.8896484375,NA,NA,NA,NA
"28-SEP-2022",2022-09-28 10:29:04,"2022-09-28","10H 29M 4S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,110581.6484375,65401.15625,110835,101975.9609375,65335.240234375,102508,11151.9697265625,10106.689453125,10232.4848632812,7125.13989257812,12394.564453125,6743.8798828125,NA,NA,NA,NA
"26-SEP-2022",2022-09-26 10:10:05,"2022-09-26","10H 10M 5S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,111122.09375,65602.0625,111058,102654.28125,65666.6484375,102642,11037.990234375,10198.4296875,12337.6396484375,12892.25,13375.099609375,14089.0498046875,NA,NA,NA,NA
"23-SEP-2022",2022-09-23 11:20:43,"2022-09-23","11H 20M 43S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,113036.39453125,65486.662109375,113182,104929.015625,65517.759765625,105174,11300.0048828125,10254.0302734375,9944.0595703125,5924.18017578125,12079.509765625,5149.60986328125,NA,NA,NA,NA
"22-SEP-2022",2022-09-22 15:26:36,"2022-09-22","15H 26M 36S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,109737.8984375,65533.0546875,109842,98237.5546875,65608.765625,98306.5,10668.25,9657.02490234375,9431.150390625,5618.3798828125,11704.849609375,5157.4697265625,NA,NA,NA,NA
"22-SEP-2022",2022-09-22 11:31:41,"2022-09-22","11H 31M 41S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,100750.94921875,65492.28515625,100858.5,89395.40625,66358.828125,88422,10200.64453125,9194.609375,9046.5595703125,5455.2900390625,11076.0498046875,4864.02978515625,NA,NA,NA,NA
"19-SEP-2022",2022-09-19 09:41:35,"2022-09-19","9H 41M 35S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,101201.39453125,65541.61328125,101215,91160.73046875,66601.8359375,89821,10293,9397.6494140625,10918.3349609375,10771.6943359375,12109.6396484375,11809.6494140625,NA,NA,NA,NA
"16-SEP-2022",2022-09-16 11:06:34,"2022-09-16","11H 6M 34S","Unknown","FACSCantoII","V96100817","Administrator",530,530,530,368,368,368,433,470,460,563,444,459,103177.796875,65437.41796875,103371,92047.6171875,66402.0859375,90992,10579.2294921875,9580.9501953125,9779.759765625,6607.259765625,11657.689453125,6179.26953125,0,28.53,1.41,1.31
"15-SEP-2022",2022-09-15 14:28:29,"2022-09-15","14H 28M 29S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,102648.14453125,65544.15234375,102701,92710.3203125,66583.78125,91375.5,10455.1494140625,9497.759765625,9706.439453125,6605.849609375,11606.599609375,6154.3798828125,NA,NA,NA,NA
"12-SEP-2022",2022-09-12 12:30:18,"2022-09-12","12H 30M 18S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,99753.296875,65240.328125,100312,88687.5859375,65900.5,88342,9956.009765625,9052.2001953125,9270.75,6376.02001953125,11180.849609375,6151.759765625,NA,NA,NA,NA
"09-SEP-2022",2022-09-09 10:18:22,"2022-09-09","10H 18M 22S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,102064.94921875,65421.619140625,102259,91886.171875,66323.46875,90953.5,10446.689453125,9538.6494140625,9848.14453125,7088.06982421875,11712.7099609375,6950.85986328125,NA,NA,NA,NA
"02-SEP-2022",2022-09-02 12:48:23,"2022-09-02","12H 48M 23S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,102848.3984375,65329.1796875,103211,88119.359375,66122.1875,87908,10429.76953125,9387.779296875,10772.3994140625,9786.8095703125,11949.8193359375,10304.4599609375,NA,NA,NA,NA
"29-AUG-2022",2022-08-29 10:21:11,"2022-08-29","10H 21M 11S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,100558.796875,65506.9765625,100628,90015.8046875,66452.1640625,88926,10171.740234375,9320.099609375,11057.2197265625,11241.9296875,12209.19921875,12471.19921875,NA,NA,NA,NA
"24-AUG-2022",2022-08-24 08:30:00,"2022-08-24","8H 30M 0S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,103646.6953125,65606.80078125,103551,93585.92578125,66609.88671875,92273.5,10619.4150390625,9716.3095703125,11115.029296875,10493.2197265625,12325.7890625,11382.58984375,NA,NA,NA,NA
"23-AUG-2022",2022-08-23 12:11:48,"2022-08-23","12H 11M 48S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,104398.1953125,65639.90625,104233,92804.7890625,66779.1328125,91229,10690.6201171875,9831.9296875,11319.4794921875,10847.1298828125,12378.189453125,11652.44921875,NA,NA,NA,NA
"18-AUG-2022",2022-08-18 12:15:50,"2022-08-18","12H 15M 50S","Unknown","2.16.0","Unknown","",530,530,530,368,368,368,433,470,460,563,444,459,101640.14453125,65384.3046875,101905.5,87238.8125,66259.93359375,86413.5,10199.939453125,9306,10474.8896484375,9392.009765625,11701.5747070312,9993.33447265625,NA,NA,NA,NA
"12-AUG-2022",2022-08-12 08:55:10,"2022-08-12","8H 55M 10S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,103334.3984375,65572.47265625,103320,93635.28125,66610.95703125,92343,10529.8798828125,9654.26953125,11578.21484375,11909.564453125,12672.939453125,13104.5844726562,NA,NA,NA,NA
"08-AUG-2022",2022-08-08 10:24:22,"2022-08-08","10H 24M 22S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,101261.6953125,65465.10546875,101393,88615.6796875,66339.7578125,87626,10240.830078125,9362.3994140625,11382.9296875,11911.6796875,12505.259765625,13148.4697265625,NA,NA,NA,NA
"04-AUG-2022",2022-08-04 12:48:52,"2022-08-04","12H 48M 52S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,106233.296875,65804.28125,105802.5,95478.14453125,67028.7890625,93502.5,10805.5346679688,9881.279296875,11676.2099609375,11588.7900390625,12803.2846679688,12375.5693359375,NA,NA,NA,NA
"02-AUG-2022",2022-08-02 09:18:24,"2022-08-02","9H 18M 24S","Unknown","2.16.0","Unknown","",530,530,530,368,368,368,433,470,460,563,444,459,105075.8984375,65700.3671875,104863,91585.140625,66784.6171875,90038,10655.3701171875,9789.6298828125,11738.25,12031.529296875,12663.76953125,13134.0595703125,NA,NA,NA,NA
"29-JUL-2022",2022-07-29 09:26:05,"2022-07-29","9H 26M 5S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,104130.8984375,65437.94140625,104267,90646.078125,66215.8125,89767,10536.9296875,9683.8798828125,11050.169921875,10192.8896484375,12074.26953125,10651.609375,NA,NA,NA,NA
"28-JUL-2022",2022-07-28 12:07:16,"2022-07-28","12H 7M 16S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,103896,65374.1640625,104197,89113.40625,66029,88518,10391.7001953125,9583.76953125,11164.3798828125,10754.0693359375,12215.7490234375,11681.26953125,NA,NA,NA,NA
"22-JUL-2022",2022-07-22 11:31:28,"2022-07-22","11H 31M 28S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,98844.296875,65525.94921875,98854,86186.8984375,66723.2421875,84776,10074.8994140625,9269.759765625,11091.6201171875,11263.439453125,11452.01953125,11641.9697265625,NA,NA,NA,NA
"18-JUL-2022",2022-07-18 09:50:53,"2022-07-18","9H 50M 53S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,97360.1953125,65400.353515625,97553.5,82284.02734375,66328.78125,81550.5,9798,9019.83984375,11056.1201171875,11874.75,11411.4091796875,12598.26953125,NA,NA,NA,NA
"15-JUL-2022",2022-07-15 15:38:36,"2022-07-15","15H 38M 36S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,100611,65470.04296875,100653,86470.8984375,66438.9453125,85454,10276.5400390625,9400.3994140625,11121.439453125,11500.580078125,11581.7099609375,12218.369140625,NA,NA,NA,NA
"14-JUL-2022",2022-07-14 09:48:28,"2022-07-14","9H 48M 28S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,101592.8984375,65216.6640625,102043,84755.5390625,66246.1640625,83990,10367.419921875,9538.1396484375,11573,12845.3193359375,11538.4794921875,13591.2490234375,NA,NA,NA,NA
"11-JUL-2022",2022-07-11 09:38:32,"2022-07-11","9H 38M 32S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,92900.6953125,64993.734375,93615,85337.734375,66703,83962,9842.01953125,9036.8798828125,10481.01953125,9817.8798828125,11348.529296875,10290.0498046875,NA,NA,NA,NA
"08-JUL-2022",2022-07-08 11:19:26,"2022-07-08","11H 19M 26S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,98523.8984375,65326.091796875,98813,81343.27734375,66501.515625,80261.5,9947.099609375,9104.330078125,10843.1201171875,10657.099609375,11367.5244140625,11123.2099609375,NA,NA,NA,NA
"06-JUL-2022",2022-07-06 15:54:02,"2022-07-06","15H 54M 2S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,102211.1953125,65499.41796875,102273,91354.2734375,66920.8515625,89598,10542.080078125,9725.580078125,11922.3193359375,12706.1591796875,12067.7197265625,12992.5791015625,NA,NA,NA,NA
"05-JUL-2022",2022-07-05 15:19:23,"2022-07-05","15H 19M 23S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,99649.796875,65417.09765625,99822,87779.4296875,66802.91015625,86198.5,10052.1796875,9205.859375,11330.1796875,12060.76953125,11835.1943359375,12756.1245117188,NA,NA,NA,NA
"01-JUL-2022",2022-07-01 11:41:34,"2022-07-01","11H 41M 34S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,103598.09375,65398.1875,103840,92836.7578125,66713.375,91232,10608.8193359375,9763.919921875,12016.0400390625,13029.919921875,12131.9091796875,13369.859375,NA,NA,NA,NA
"30-JUN-2022",2022-06-30 11:20:34,"2022-06-30","11H 20M 34S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,103171.046875,65174.765625,103769,87544.4140625,66334.36328125,86572,10422.7998046875,9634.7001953125,11835.69921875,13172.6298828125,12176.44921875,13941.6743164062,NA,NA,NA,NA
"29-JUN-2022",2022-06-29 13:18:24,"2022-06-29","13H 18M 24S","Unknown","FACSCantoII","V96100817","Administrator",530,530,530,368,368,368,433,470,460,563,444,459,104183.546875,65449.55859375,104302.5,94268.828125,66927.1875,92380.5,10631.5400390625,9836.33984375,12112.599609375,13165.529296875,12328.4091796875,13643.6494140625,0,28.69,1.42,1.31
"28-JUN-2022",2022-06-28 12:34:50,"2022-06-28","12H 34M 50S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,103745.6953125,65092.890625,104488,89991.078125,66130.328125,89275,10368.83984375,9522.51953125,11839.9599609375,13035.599609375,12011.3896484375,13487.759765625,NA,NA,NA,NA
"27-JUN-2022",2022-06-27 12:28:08,"2022-06-27","12H 28M 8S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,102995.09765625,65181.453125,103534.5,90632.91796875,66286.953125,89762,10202.69921875,9452.939453125,11953.5595703125,13524.080078125,11986.4990234375,14082.4990234375,NA,NA,NA,NA
"23-JUN-2022",2022-06-23 10:30:08,"2022-06-23","10H 30M 8S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,105359.3984375,65495.59375,105478,97301.234375,66856.1953125,95434,10607.3994140625,9941.419921875,12321.33984375,13712.939453125,12448.9296875,14328.779296875,NA,NA,NA,NA
"17-JUN-2022",2022-06-17 09:58:05,"2022-06-17","9H 58M 5S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,103651.1953125,65649.75390625,103439,94805.58984375,66986.79296875,92898.5,10699.69921875,9829.94970703125,11645.419921875,11683.759765625,12063.1342773438,11868.599609375,NA,NA,NA,NA
"16-JUN-2022",2022-06-16 10:35:04,"2022-06-16","10H 35M 4S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,105561,65549.203125,105522,97370.8203125,67073.46875,95178,10826.080078125,9984.01953125,11865.51953125,12175.080078125,12264.2197265625,12383.4296875,NA,NA,NA,NA
"15-JUN-2022",2022-06-15 11:03:19,"2022-06-15","11H 3M 19S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,100516.49609375,65305.48828125,100862,92127.46875,66622.5390625,90718,10214.0595703125,9448.6796875,11340.1201171875,11710.7392578125,12046.759765625,12391.2890625,NA,NA,NA,NA
"13-JUN-2022",2022-06-13 12:21:38,"2022-06-13","12H 21M 38S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,103397.3984375,65434.99609375,103519,95257.859375,66824.8203125,93512,10544.919921875,9776.69921875,11970.599609375,12697.6396484375,12253.7392578125,13141.9189453125,NA,NA,NA,NA
"10-JUN-2022",2022-06-10 11:32:18,"2022-06-10","11H 32M 18S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,106560.8984375,65430.83203125,106730,100395.4140625,66849.125,98519,10922.6396484375,10080.580078125,12696.2197265625,14726.8193359375,12603.509765625,15264.119140625,NA,NA,NA,NA
"09-JUN-2022",2022-06-09 09:43:30,"2022-06-09","9H 43M 30S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,102356.09765625,65264.830078125,102746.5,93923.765625,66547.5,92571.5,10407.1796875,9620.5,12024.5595703125,14088.529296875,12236.708984375,15009.32421875,NA,NA,NA,NA
"08-JUN-2022",2022-06-08 12:34:26,"2022-06-08","12H 34M 26S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,106240.94921875,65466.373046875,106346.5,99086.17578125,66782.65625,97289,10948.19921875,10103.2998046875,12271.6396484375,12890.0498046875,12363.1245117188,13064.6298828125,NA,NA,NA,NA
"03-JUN-2022",2022-06-03 10:30:34,"2022-06-03","10H 30M 34S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,103946.3984375,65118.7734375,104635,97661.9140625,67129.625,95615,10657.099609375,9832.080078125,12082.779296875,13167.6591796875,12375.5693359375,13791.6796875,NA,NA,NA,NA
"02-JUN-2022",2022-06-02 12:48:50,"2022-06-02","12H 48M 50S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,103737.59375,65217.5,104221,91364.21875,66428.5546875,90288,10451.19921875,9560.859375,11783.1591796875,13049.7998046875,12365.08984375,14116.5595703125,NA,NA,NA,NA
